,x,y,label
atmospheric conditions,9.361582,3.5845237,46
closed loops,10.4916935,6.4505157,46
combined cycle,10.331201,4.929431,46
mass fraction,10.283206,5.872369,46
second law efficiencies,13.812796,7.0185966,-1
turbine inlet temperature,9.923553,4.6123066,46
vapor generator,10.212193,4.4911,46
gas turbine power plants,11.114067,5.283516,46
ambient air,9.228066,3.435608,46
climate conditions,11.607947,-0.38629976,-1
combined heat and power,10.731265,2.8162782,46
compressed air,10.759432,8.290013,24
cooling,10.171714,3.725149,46
power generation,11.013668,3.809563,46
power plant,11.163336,5.6385365,46
seasonal variation,10.2366085,6.0437717,46
turbine,11.799631,9.450878,36
crankshafts,6.7610025,10.256898,-1
engine pistons,10.458547,1.5698668,-1
engines,6.6574945,11.947146,27
environmental protection,11.649233,7.3765445,-1
hydrogen,8.740313,4.4276557,18
pistons,10.45842,1.5700165,-1
thermodynamics,14.325846,7.036373,-1
angle of rotation,10.316446,5.6577897,46
combustion pro-cess,11.103486,6.756469,-1
compressed natural gasses (cng),-6.1966257,8.619767,29
effect of hydrogen,8.72917,4.4270687,18
internal energies,10.850754,5.505156,46
single cylinders,9.908494,5.097161,46
spark-ignited engines,9.562515,6.139134,-1
thermodynamic efficiency,11.070055,6.0956035,46
compressed natural gas,1.3117408,-2.4957461,6
combustion,13.858365,7.3388586,38
compression ratio (machinery),9.531739,5.265966,-1
diesel engines,4.9822555,-0.17672491,20
dual fuel engines,3.821468,-2.4651883,-1
engine cylinders,8.147546,-3.4890811,-1
engines,6.6549234,11.953074,27
exergy,11.189643,7.3403983,-1
exhaust gases,8.687458,-1.3753866,-1
fuels,10.936542,2.6408627,33
gas fuel analysis,4.2595963,3.0786715,-1
natural gas,18.542568,12.612635,7
combustion efficiencies,13.878428,7.3308353,38
compressed natural gasses (cng),-6.1914587,8.604204,29
diesel,13.088388,1.6965883,-1
dual-fuels,10.651627,6.3198166,46
exergy analysis,11.063259,7.1706967,-1
high compression ratio,9.84122,5.3154583,46
single cylinder engine,9.908231,5.0970464,46
varying constituents,10.240961,5.8076677,46
compressed natural gas,1.3349433,-2.4878216,6
compressed natural gas,1.274173,-2.530054,6
dynamic response,10.128523,6.424754,46
explosions,10.18798,4.746652,46
gases,7.796997,-2.8511992,1
ships,7.996902,7.5957165,46
compressed natural gasses (cng),-6.1869254,8.609341,29
different structure,10.2251625,6.026083,46
finite element simulations,10.953265,6.8847103,46
gas explosion loads,10.02055,4.8334684,46
gas explosions,10.067712,4.8195333,46
high-pressure cylinders,9.961974,4.9511414,46
source location,9.817811,6.8859534,46
structural strengthening,10.145824,6.627041,46
natural gas transportation,10.29612,6.9286027,17
biogas,1.7116174,9.216897,-1
carbon dioxide,11.882218,2.734166,0
compressed natural gas,1.2873595,-2.4982765,6
iron,10.078884,5.2683573,46
methane,7.620495,7.1696877,35
silicon compounds,10.119782,5.0701413,46
sulfur compounds,10.112536,4.9758782,46
component analysis,10.642969,7.683018,46
electricity generation,14.29378,12.443926,-1
energy services,11.786751,6.147282,46
power vehicles,9.865049,6.5287395,46
scale,10.569696,5.8566875,46
scale analysis,10.652376,7.725472,46
siloxane,10.360389,4.0893226,32
vehicle fuels,10.125825,5.149423,46
natural gas vehicles,15.063493,11.705556,25
automobiles,11.691185,4.9586616,-1
battery electric vehicles,11.196833,6.5158463,-1
charging (batteries),10.800042,5.1817102,46
compressed natural gas,1.301904,-2.4789002,6
electric power transmission,12.552887,6.152646,-1
electric utilities,14.944798,15.711046,-1
fleet operations,8.671162,8.668149,-1
fossil fuels,8.31509,3.734249,2
freight transportation,9.168382,7.1107926,46
ice,16.136389,4.2814612,-1
internal combustion engines,10.593247,-4.515154,13
life cycle,11.169011,-2.524772,-1
liquefied natural gas,11.385429,6.09483,15
natural gas transportation,10.296804,6.918835,17
natural gas vehicles,15.0205145,11.749085,25
roads and streets,8.979625,7.091608,46
secondary batteries,10.972585,5.94341,-1
system-on-chip,10.514718,6.001171,46
trucks,4.575762,11.726744,-1
vehicle transmissions,11.207413,5.6790056,46
vehicle-to-grid,10.513906,6.0068107,46
goods transport,9.184457,7.129911,46
heavy duty vehicles,14.789464,5.8340755,-1
liquified natural gas,11.388787,6.09306,15
lsva,10.310627,4.1158094,32
maximum permissible weight,10.299712,5.5590677,46
megaton,10.214655,4.729554,46
passenger-kilometer,9.077908,7.0248814,46
phev,10.314564,4.078263,32
plug in hybrid electric vehicles,11.370671,5.783916,46
state of charge,10.531881,6.750406,46
tonne-kilometer,10.141265,5.619928,46
transmission system operators,12.369549,6.1739974,-1
whvc,10.287455,4.0719867,32
world harmonized vehicle cycle,9.942753,6.1666217,46
plug-in hybrid vehicles,10.954585,5.8084097,46
bottom-up approach,10.488357,6.026334,46
demand analysis,10.591983,8.842865,46
electric vehicle,11.7652645,5.4908824,46
electricity generation,14.330872,12.484567,-1
electrification,10.34148,4.0538497,32
electronic equipment,10.523141,5.988527,46
gravimetry,10.368992,4.1281266,32
natural gas,18.524637,12.533234,7
road transport,9.192553,7.0640626,46
switzerland,10.14967,4.726241,46
calcination,11.285938,7.904123,39
carbon,7.778171,7.4283767,-1
carbon monoxide,11.767273,-10.598459,-1
catalysts,10.401695,5.519856,46
compressed natural gas,1.3132664,-2.5220194,6
energy dispersive spectroscopy,10.716526,5.645944,46
metabolism,10.438222,6.867434,-1
mixtures,11.976149,5.511397,-1
oxidation,10.138997,5.3917575,46
precipitation (chemical),10.703908,5.466766,46
scanning electron microscopy,10.6928425,5.707558,46
sodium,9.99286,4.905616,46
urea,3.5286322,6.453629,-1
vehicles,6.343027,9.693085,41
x ray spectroscopy,10.751365,5.5790243,46
brunauer-emmett-teller surface areas,10.513532,6.0288386,46
calcination temperature,9.415586,2.4811435,46
compressed natural gasses (cng),-6.15087,8.57352,29
energy dispersive x ray spectroscopy,10.727769,5.591043,46
nico2o4,10.320089,4.116271,32
precipitants,10.317155,4.1075006,32
temperature-programmed reduction,9.6506195,3.5546718,46
vehicular emission,8.060475,7.3136387,-1
x ray photoelectron spectroscopy,10.7351465,5.5700827,46
carbon monoxide,11.776945,-10.592619,-1
catalyst,10.343463,5.4997654,46
methane,7.6465607,7.1427493,35
natural gas,18.539347,12.675776,7
oxidation,10.141182,5.3922906,46
precipitation (chemistry),10.709304,5.480777,46
temperature,9.300279,2.3664474,46
traffic emission,10.611968,1.5339975,-1
carbon monoxide,11.766008,-10.600994,-1
methane,7.6315594,7.157432,35
nickel,10.090055,5.145669,46
nitrogen oxide,10.189761,5.1633244,46
air pollutant,5.9823694,6.468117,-1
analysis,10.649479,7.7278075,46
catalysis,10.407823,5.5258904,46
chemical model,10.612366,6.05163,46
chemistry,10.651546,6.8964934,46
exhaust gas,9.215067,3.8552675,-1
oxidation reduction reaction,10.140294,5.39292,46
temperature,9.302523,2.3692977,46
air pollutants,5.9843373,6.466874,-1
carbon monoxide,11.759342,-10.603187,-1
catalysis,10.392119,5.510454,46
methane,7.6294584,7.15259,35
"models, chemical",10.616633,6.069592,46
nickel,10.089992,5.145566,46
nitrogen oxides,11.162773,5.1582136,10
oxidation-reduction,10.133927,5.4016495,46
temperature,9.302897,2.3692584,46
vehicle emissions,8.062261,7.310669,-1
antifouling paint,10.038004,5.410147,46
carbon dioxide,11.857775,2.7452059,0
carbon dioxide lasers,11.868998,2.7312791,0
friction,10.163722,5.0283313,46
hydrogen,8.733003,4.4158897,18
morphology,10.494769,6.167258,46
aqueous environment,10.363197,5.143575,46
continuous and directional transport,9.260995,7.154426,46
gas bubble,9.911414,4.901851,46
industrial production,9.951892,6.5475087,46
low surface energy,10.648529,5.5317054,46
reliable performance,9.412401,8.585987,46
slippery surfaces,10.170129,5.49532,46
water electrolysis,9.786708,4.3155923,46
bubbles (in fluids),6.7632437,9.997926,-1
alternative fuels,11.075516,7.0703793,3
combined cycle power plants,10.654487,2.7167792,46
fossil fuel power plants,12.347122,1.4676971,-1
gas plants,5.965135,6.6503673,-1
gas turbines,12.128076,9.989855,36
information systems,10.410802,6.8524127,46
information use,10.292659,6.992386,46
land use,9.615073,6.8387923,46
natural gasoline plants,6.8809114,2.7354863,16
proven reserves,3.3894165,3.6286135,-1
steam,10.290793,3.3345907,46
steam power plants,11.17578,5.6317677,46
combined cycle technology,10.333021,4.917329,46
compressed gas,1.4049966,-2.461308,6
compressed natural gas technologies,1.4369059,-2.4787202,6
electrical efficiency,11.100722,4.9105687,46
electrical energy,11.119105,4.9915752,46
gas-turbine units,12.118877,9.939246,36
natural gas reserves,18.540436,12.621732,7
thermal units,9.892425,4.8815393,-1
compressed natural gas,1.3300267,-2.5227442,6
air,10.285797,6.2101693,34
compressed air,10.819069,8.31092,24
compressed air energy storage,17.178936,4.947964,9
cryogenic energy storage,7.336179,-0.5562534,26
electric energy storage,14.931141,15.778169,-1
electromagnetic wave emission,9.2385,3.48245,43
energy storage,7.336364,-0.5588905,26
gas fuel purification,9.95086,7.0552273,15
gases,7.78191,-2.8636408,1
liquefied gases,7.7743526,-2.7956688,1
liquefied natural gas,11.394424,6.090756,15
liquids,10.795532,3.79241,46
natural gas,18.545029,12.613886,7
sensitivity analysis,12.496376,8.15485,-1
compressed air energy storages (caes),9.912957,3.8182876,-1
geographical limitations,10.149786,7.0454164,46
levelized costs,7.6772103,5.972502,-1
liquefied natural gas (lng),2.0747411,1.9620404,12
natural gas combustion,18.52823,12.571541,7
renewable electricity,11.331518,5.272759,46
renewable energy penetrations,11.330469,5.2750955,46
storage efficiency,7.3343725,-0.5770116,26
electric power generation,11.896963,3.963263,46
air,10.285977,6.2102137,34
alternative energy,10.746373,3.670358,42
combustion,13.874235,7.3581314,38
cost analysis,15.663213,2.6557248,-1
energy efficiency,19.025402,5.3324986,21
energy storage,7.338024,-0.5655386,26
exergy,11.194043,7.3489723,-1
liquefaction,11.438478,8.050343,39
liquefied natural gas,11.3784275,6.107398,15
liquid,10.366605,4.807012,46
mixing,9.854693,6.9529552,46
natural gas,18.504608,12.634968,7
performance assessment,9.757445,11.2481,-1
power generation,11.012574,3.8104174,46
renewable resource,6.821272,1.9442223,-1
compressed natural gas,1.3359278,-2.484752,6
costs,5.5914207,8.825753,40
energy conservation,10.761128,-1.4295369,-1
energy efficiency,19.021832,5.3408265,21
demand response,9.784913,6.408776,46
electricity costs,6.5878596,4.57369,-1
electricity tariff,9.50626,-0.1311739,-1
energy cost,9.974168,5.6798277,46
energy efficient,10.65815,5.9966364,46
maintenance cost,8.972653,7.023177,46
optimized operations,9.934226,7.016835,46
time of use,10.2923765,6.4498525,46
gas compressors,7.2300467,5.117883,-1
aquifers,9.451384,4.3536153,46
binary alloys,10.061002,5.108081,46
caves,17.641357,0.8203386,-1
compressed air,10.810003,8.324124,24
deposits,10.522771,3.2838082,-1
electric energy storage,14.931296,15.789797,-1
energy storage,7.3273973,-0.58039504,26
environmental impact,7.995172,5.4483113,46
fossil fuels,8.306203,3.7386236,2
fuel storage,12.747187,5.599422,37
gas industry,12.15403,4.490511,11
gases,7.813012,-2.8420992,1
geology,9.146873,5.0559263,46
hydrogen storage,11.453872,1.1131048,-1
hydrogeology,9.173294,4.915469,46
mixtures,11.974769,5.511872,-1
natural gas,18.457111,12.542457,7
natural gas deposits,-2.140726,4.846156,-1
petroleum deposits,10.5307045,3.251919,-1
potassium alloys,10.046158,5.0155873,46
pressure vessels,4.101683,0.87172186,23
salt deposits,10.5175705,3.3042328,-1
solar energy,14.092722,12.095094,31
uranium alloys,10.082552,5.103328,46
geological formation,9.533675,5.0520353,46
geological storage,12.825628,5.71006,37
grid scale storages,10.7557535,5.730509,46
hydrocarbon reservoir,9.285336,4.042811,46
natural gas storage,14.097243,5.9775023,-1
renewable energies,10.571135,5.6804614,-1
renewable energy storages,11.321398,5.267818,46
underground storage,11.929497,5.991692,-1
compressed air energy storage,17.185106,4.937555,9
air,10.286631,6.210439,34
aquifers,9.451179,4.3538227,46
carbon capture,9.351071,1.6843308,43
carbon dioxide,11.878949,2.7305748,0
coal,5.2087054,4.9598746,-1
coal deposits,10.530385,3.2533393,-1
coal gasification plants,11.346646,7.965544,39
coal storage,12.785258,5.638388,37
compressed air,10.798729,8.307154,24
compressed air energy storage,17.18521,4.942708,9
compressed natural gas,1.4640219,-2.525184,6
energy policy,9.172027,9.358565,-1
environmental regulations,9.952745,7.116423,46
fossil fuel power plants,12.347136,1.4671855,-1
fossil fuels,8.303249,3.741429,2
fuel storage,12.75226,5.604494,37
gas industry,12.146359,4.4828405,11
gasification,11.306212,8.005989,39
geothermal energy,11.385677,5.1225166,46
groundwater,9.470062,4.4694247,46
natural gas,18.555187,12.500465,7
natural gas deposits,-2.1407309,4.84616,-1
natural gas fields,12.254208,6.6368976,-1
natural resources management,11.275572,7.8531947,19
pressure vessels,4.106982,0.8773278,23
water injection,10.658263,4.9053817,44
coal-fired power plant,10.763514,5.248999,46
economic considerations,9.419923,7.0714083,46
geothermal power,11.388015,5.1194935,46
pressure change,9.72691,4.784839,46
resource use,10.215559,7.1311116,46
saline aquifers,9.451107,4.34852,46
supercritical co2,10.586924,5.066468,46
waste fluid,10.621833,5.215447,46
groundwater resources,9.48371,4.536639,46
alternative fuels,11.078693,7.0634513,3
biodiesel,-2.592491,5.843759,-1
calorific value,9.768805,7.478791,46
carbon,7.778193,7.4287057,-1
carbon monoxide,11.776961,-10.594483,-1
compressed natural gas,1.2574446,-2.4745986,6
diesel engines,4.9496784,-0.15122965,20
direct injection,10.94616,5.259002,44
economics,9.879835,14.293099,-1
energy security,11.322408,7.527482,-1
engine cylinders,8.140991,-3.4944313,-1
engines,6.6721973,11.908432,27
esters,9.846926,4.6832438,46
fossil fuels,8.307969,3.7432249,2
fuels,10.930634,2.645063,33
gas emissions,6.388393,-1.8100638,28
gases,7.77906,-2.862619,1
natural gas,18.52038,12.595156,7
nitric oxide,11.093333,5.586076,-1
particulate emissions,8.912998,5.207755,-1
brake thermal efficiency,9.863119,4.8812857,-1
carbon monoxide emissions,11.76043,-10.586355,-1
compressed natural gasses (cng),-6.1689763,8.599739,29
emission characteristics,9.372122,3.2165582,43
honge oil methyl esters,9.841089,4.6803455,46
power generation applications,11.01576,3.908014,46
producer gas,9.47592,4.3436813,46
stationary diesel engines,4.952164,-0.16549486,20
dual fuel engines,3.8221958,-2.4645612,-1
compressed natural gas,1.3101901,-2.4801908,6
costs,5.593478,8.833102,40
cylinders (shapes),14.823211,5.014166,-1
energy resources,11.443809,8.078847,19
environmental impact,7.9948344,5.4497914,46
manufacture,10.763536,13.654653,-1
offshore gas fields,13.838438,4.3296013,-1
patents and inventions,9.632648,8.213876,46
safe handling,10.082656,6.4344573,46
shipbuilding,9.918426,6.750467,46
ships,7.996625,7.5958924,46
environmental impact analysis,10.598155,7.518562,46
financial viability,9.424202,7.204613,46
innovative solutions,10.169403,7.202352,46
manufacturing technologies,10.019851,6.936155,46
pressure cylinders,9.74378,4.719903,46
safety assessments,10.217911,6.275422,46
techno-economic feasibility,11.464534,6.8141217,46
transportation cost,8.957549,7.4882345,46
cost benefit analysis,15.661213,2.6622887,-1
balancing,10.34124,5.7965965,46
calorific value,9.768875,7.4787917,46
compressed natural gas,1.278862,-2.5278356,6
cooling systems,10.003592,3.7968018,46
dynamics,10.060637,6.694047,46
electrolytic cells,10.339628,5.532928,46
photovoltaic cells,10.33786,5.5497293,46
photovoltaic effects,10.165818,5.090254,46
solar energy,14.092862,12.095311,31
solid oxide fuel cells (sofc),10.143387,4.277539,46
dynamic system simulation,10.7895355,6.952514,46
electrochemical modeling,10.751714,6.176991,46
lower heating value,9.691787,6.973404,46
natural gas networks,13.373815,5.604894,-1
renewable hydrogen production,3.7203662,6.400402,-1
renewable hydrogens,13.87094,7.7982593,-1
steady-state condition,10.628198,6.6671352,46
university of california,10.154108,5.4089375,46
hydrogen production,3.7198067,6.4000716,-1
carbon monoxide,11.76202,-10.600189,-1
combustion,13.897449,7.3009987,38
diesel engines,4.9438553,-0.16656083,20
direct injection,10.94623,5.2590594,44
fuels,10.888775,2.6816754,33
gas emissions,6.397879,-1.8226881,28
nitrogen oxides,11.155361,5.1543274,10
speed,10.249911,5.821586,46
diesel combustion,13.042333,1.7391878,-1
dual fuel combustion,10.135551,5.163186,46
indicated thermal efficiency,9.865376,4.8793335,-1
performance and emissions,13.677694,11.720215,-1
start of injections,10.731914,5.039115,44
substitution rates,10.02377,5.9964147,46
